Data,Valoare_EUR
2024-10-25,4.9732
2024-10-28,4.9735
2024-10-29,4.9747
2024-10-30,4.9746
2024-10-31,4.9745
2024-11-01,4.9747
2024-11-04,4.9748
2024-11-05,4.975
2024-11-06,4.9755
2024-11-07,4.9757
2024-11-08,4.975
2024-11-11,4.9749
2024-11-12,4.9761
2024-11-13,4.9764
2024-11-14,4.9759
2024-11-15,4.9765
2024-11-18,4.9764
2024-11-19,4.9769
2024-11-20,4.9762
2024-11-21,4.9766
2024-11-22,4.9759
2024-11-25,4.9767
2024-11-26,4.9768
2024-11-27,4.9765
2024-11-28,4.9769
2024-11-29,4.9771
2024-12-02,4.9769
2024-12-03,4.977
2024-12-04,4.977
2024-12-05,4.9771
2024-12-06,4.9773
2024-12-09,4.9717
2024-12-10,4.9709
2024-12-11,4.9684
2024-12-12,4.9708
2024-12-13,4.9732
2024-12-16,4.9759
2024-12-17,4.9756
2024-12-18,4.9755
2024-12-19,4.9749
2024-12-20,4.9764
2024-12-23,4.9759
2024-12-24,4.9748
2024-12-27,4.9765
2024-12-30,4.9764
2024-12-31,4.9741
2025-01-03,4.9749
2025-01-08,4.9738
2025-01-09,4.9736
2025-01-10,4.9728
2025-01-13,4.9731
2025-01-14,4.9742
2025-01-15,4.975
2025-01-16,4.9749
2025-01-17,4.9759
2025-01-20,4.9765
2025-01-21,4.9764
2025-01-22,4.9768
2025-01-23,4.9763
2025-01-27,4.9756
2025-01-28,4.9748
2025-01-29,4.9759
2025-01-30,4.9761
2025-01-31,4.9767
2025-02-03,4.9766
2025-02-04,4.9769
2025-02-05,4.9766
2025-02-06,4.9764
2025-02-07,4.9767
2025-02-10,4.9765
2025-02-11,4.9771
2025-02-12,4.977
2025-02-13,4.9773
2025-02-14,4.9771
2025-02-17,4.977
2025-02-18,4.9771
2025-02-19,4.9772
2025-02-20,4.9773
2025-02-21,4.9773
2025-02-24,4.977
2025-02-25,4.9773
2025-02-26,4.9774
2025-02-27,4.9773
2025-02-28,4.9765
2025-03-03,4.9774
2025-03-04,4.9769
2025-03-05,4.977
2025-03-06,4.976
2025-03-07,4.9756
2025-03-10,4.9766
2025-03-11,4.9772
2025-03-12,4.9771
2025-03-13,4.977
2025-03-14,4.9768
2025-03-17,4.9773
2025-03-18,4.9774
2025-03-19,4.9769
2025-03-20,4.9768
2025-03-21,4.977
2025-03-24,4.9766
2025-03-25,4.9754
2025-03-26,4.9761
2025-03-27,4.9772
2025-03-28,4.9773
2025-03-31,4.9771
2025-04-01,4.977
2025-04-02,4.9774
2025-04-03,4.9772
2025-04-04,4.977
2025-04-07,4.9774
2025-04-08,4.9772
2025-04-09,4.9775
2025-04-10,4.9772
2025-04-11,4.9774
2025-04-14,4.9775
2025-04-15,4.9774
2025-04-16,4.9775
2025-04-17,4.9773
2025-04-22,4.9774
2025-04-23,4.9775
2025-04-24,4.9772
2025-04-25,4.9774
2025-04-28,4.9775
2025-04-29,4.9774
2025-04-30,4.9775
2025-05-02,4.9773
2025-05-05,4.9775
2025-05-06,5.0378
2025-05-07,5.0991
2025-05-08,5.1222
2025-05-09,5.1165
2025-05-12,5.0993
2025-05-13,5.0991
2025-05-14,5.1036
2025-05-15,5.1032
2025-05-16,5.1033
2025-05-19,5.0315
2025-05-20,5.0848
2025-05-21,5.073
2025-05-22,5.0564
2025-05-23,5.055
2025-05-26,5.0612
2025-05-27,5.0625
2025-05-28,5.0553
2025-05-29,5.0667
2025-05-30,5.0639
2025-06-02,5.0572
2025-06-03,5.0587
2025-06-04,5.0558
2025-06-05,5.0537
2025-06-06,5.0422
2025-06-10,5.0366
2025-06-11,5.0251
2025-06-12,5.0291
2025-06-13,5.032
2025-06-16,5.029
2025-06-17,5.0263
2025-06-18,5.0325
2025-06-19,5.0317
2025-06-20,5.0472
2025-06-23,5.0453
2025-06-24,5.0522
2025-06-25,5.0538
2025-06-26,5.0717
2025-06-27,5.078
2025-06-30,5.0777
2025-07-01,5.0772
2025-07-02,5.0665
2025-07-03,5.0603
2025-07-04,5.06
2025-07-07,5.0645
2025-07-08,5.0677
2025-07-09,5.0759
2025-07-10,5.0774
2025-07-11,5.081
2025-07-14,5.0795
2025-07-15,5.0798
2025-07-16,5.0722
2025-07-17,5.0724
2025-07-18,5.0736
2025-07-21,5.0703
2025-07-22,5.0705
2025-07-23,5.0693
2025-07-24,5.0692
2025-07-25,5.0708
2025-07-28,5.0704
2025-07-29,5.0751
2025-07-30,5.077
2025-07-31,5.0764
2025-08-01,5.077
2025-08-04,5.0742
2025-08-05,5.0749
2025-08-06,5.0747
2025-08-07,5.0736
2025-08-08,5.0711
2025-08-11,5.0676
2025-08-12,5.0683
2025-08-13,5.0633
2025-08-14,5.0628
2025-08-18,5.0588
2025-08-19,5.0573
2025-08-20,5.0611
2025-08-21,5.0578
2025-08-22,5.0545
2025-08-25,5.0539
2025-08-26,5.0552
2025-08-27,5.0629
2025-08-28,5.0672
2025-08-29,5.0722
2025-09-01,5.0725
2025-09-02,5.0781
2025-09-03,5.0779
2025-09-04,5.0772
2025-09-05,5.0787
2025-09-08,5.0716
2025-09-09,5.0737
2025-09-10,5.0733
2025-09-11,5.0707
2025-09-12,5.0694
2025-09-15,5.0632
2025-09-16,5.0634
2025-09-17,5.067
2025-09-18,5.0695
2025-09-19,5.0719
2025-09-22,5.0753
2025-09-23,5.0774
2025-09-24,5.0784
2025-09-25,5.0754
2025-09-26,5.0772
2025-09-29,5.0783
2025-09-30,5.0811
2025-10-01,5.082
2025-10-02,5.0837
2025-10-03,5.0889
2025-10-06,5.0886
2025-10-07,5.0916
2025-10-08,5.0963
2025-10-09,5.0953
2025-10-10,5.0927
2025-10-13,5.0903
2025-10-14,5.0879
2025-10-15,5.0885
2025-10-16,5.0884
2025-10-17,5.0889
2025-10-20,5.089
2025-10-21,5.0832
2025-10-22,5.0831
2025-10-23,5.0823
2025-10-24,5.0835
2025-10-27,5.0848
2025-10-28,5.0844
2025-10-29,5.0829
2025-10-30,5.0856
2025-10-31,5.0851
2025-11-03,5.0861
2025-11-04,5.0865
2025-11-05,5.0851
2025-11-06,5.0845
2025-11-07,5.086
2025-11-10,5.0854
2025-11-11,5.0845
2025-11-12,5.0846
2025-11-13,5.0839
2025-11-14,5.0847
2025-11-17,5.0844
2025-11-18,5.0859
2025-11-19,5.0889
2025-11-20,5.0889
2025-11-21,5.0891
2025-11-24,5.0871
2025-11-25,5.089
2025-11-26,5.0903
2025-11-27,5.0901
2025-11-28,5.0906
2025-12-02,5.0893
2025-12-03,5.091
2025-12-04,5.092
2025-12-05,5.0919
2025-12-08,5.0899
2025-12-09,5.0897
2025-12-10,5.0894
2025-12-11,5.0898
2025-12-12,5.0904
2025-12-15,5.0914
2025-12-16,5.092
2025-12-17,5.0923
2025-12-18,5.0911
2025-12-19,5.0896
2025-12-22,5.0881
2025-12-23,5.0908
2025-12-24,5.089
2025-12-29,5.092
2025-12-30,5.0963
2025-12-31,5.0985
2026-01-05,5.0905
2026-01-08,5.0871
2026-01-09,5.0887
2026-01-12,5.0896
2026-01-13,5.0896
2026-01-14,5.0897
2026-01-15,5.0891
2026-01-16,5.0894
2026-01-19,5.0921
2026-01-20,5.0929
2026-01-21,5.0961
2026-01-22,5.0936
2026-01-23,5.0943
2026-01-26,5.096
2026-01-27,5.0959
2026-01-28,5.096
2026-01-29,5.0957
2026-01-30,5.0961
2026-02-02,5.0959
2026-02-03,5.095
2026-02-04,5.0943
2026-02-05,5.0945
2026-02-06,5.0923
2026-02-09,5.0934
2026-02-10,5.091
2026-02-11,5.0914
2026-02-12,5.0934
2026-02-13,5.0943
2026-02-16,5.0953
2026-02-17,5.0965
2026-02-18,5.0941
2026-02-19,5.0956
2026-02-20,5.0974
2026-02-23,5.0968
2026-02-24,5.0954
2026-02-25,5.0953
2026-02-26,5.0955
2026-02-27,5.0953
2026-03-02,5.0972
2026-03-03,5.0981
2026-03-04,5.0959
2026-03-05,5.0937
2026-03-06,5.0941
2026-03-09,5.0979
2026-03-10,5.0955
2026-03-11,5.0937
2026-03-12,5.0938
2026-03-13,5.0947
2026-03-16,5.0949
2026-03-17,5.0937
2026-03-18,5.094
2026-03-19,5.0959
2026-03-20,5.0951
2026-03-23,5.0989
2026-03-24,5.0962
2026-03-25,5.0952
2026-03-26,5.0953
2026-03-27,5.0991
2026-03-30,5.0989
2026-03-31,5.0988
2026-04-01,5.0985
2026-04-02,5.0986
2026-04-03,5.0978
2026-04-06,5.0961
2026-04-07,5.0963
2026-04-08,5.0949
2026-04-09,5.0937
2026-04-14,5.092
2026-04-15,5.0914
2026-04-16,5.0918
2026-04-17,5.0987
2026-04-20,5.0989
2026-04-21,5.0988
2026-04-22,5.0951
2026-04-23,5.0924
2026-04-24,5.0928
2026-04-27,5.0927
2026-04-28,5.0937
2026-04-29,5.1004
2026-04-30,5.1417
